pincode,latitude,longitude
100100,14.303088055889635,69.25286688985634
100101,14.009184225336865,94.27349381317933
100102,16.517959213148643,71.24063218828775
100103,21.521293553631818,77.53315300406194
100104,19.27648839802206,90.41090351631365
100105,34.67884394981042,77.71895945305657
100106,27.211979550699834,81.77623321713364
100107,12.359406294183483,93.45667320450548
100108,17.13949772501919,82.1698123770895
100109,7.127287182429895,85.41298947966013
100110,35.038666187969824,86.84933888230888
100111,13.746868021032746,76.21136215698029
100112,8.63807350174575,80.14447683822151
100113,35.05184123569512,89.1987541930038
100114,30.195738476027948,79.22972851450756
100115,23.032197503418608,68.69980077991505
100116,19.478236698274834,71.9330217373459
100117,14.296525647252665,87.79604214012704
100118,14.66453078113817,81.2814560055682
100119,29.77181735708916,78.14654349131095
100120,15.468808492394103,71.07844108073728
100121,10.589240143304433,77.59511256448295
100122,24.89315402931903,82.13973279780313
100123,18.023802051023214,88.41806939310314
100124,25.051070145110213,85.34292841189199
100125,25.061355948947003,86.12132481430464
100126,30.636663351072755,72.30035754730353
100127,10.515636362099077,72.93916800501346
100128,20.102389314937547,76.92241646792513
100129,28.708942852032187,68.08741567328244
100130,19.845951706432146,82.87079319591676
100131,19.799420871740303,74.66880307739841
100132,11.011787551894763,80.75834865234822
100133,16.628501216190784,78.53740583380515
100134,13.109735568427105,76.66224635322378
100135,7.231795401406651,68.27568743127938
100136,25.68519592326488,68.15717801259116
100137,10.910449712300872,83.7770514201563
100138,18.33862903903811,77.10907995554359
100139,31.509236580370047,97.21847319867776
100140,34.7765670302769,73.962776579038
100141,30.34273030832405,81.29167051743241
100142,32.70024563940636,97.46160180906232
100143,9.734715761534705,86.54168455256246
100144,11.335568636330272,84.51762231931117
100145,29.466786783449653,70.06358338591853
100146,24.13578525702075,89.1002603023212
100147,10.999916312843286,91.27658263371062
100148,29.238251559381172,87.04095805051082
100149,27.46873194483184,78.21696991942314
100150,34.52299817203317,75.82986018859333
100151,21.821112023735687,74.22523739245119
100152,19.46603549761569,83.4116332064336
100153,28.260966457282066,71.25384545256179
100154,18.466995954635372,71.33093636732266
100155,22.607452827626254,84.60055515565648
100156,22.45191460655959,84.95198357332633
100157,34.60137616359044,81.8426412156142
100158,33.46790357341976,90.32857704941665
100159,15.141972645427028,82.6732082539015
100160,29.064755462342234,82.36683995441658
100161,11.443152754682142,81.4531702803455
100162,31.60057408001472,73.35832321453356
100163,32.77898790971954,76.08404808485545
100164,15.177487394618657,70.9394739797919
100165,6.748093885444425,71.03497150261484
100166,15.421770422327674,70.81459780745752
100167,22.901737132406204,76.18395554208891
100168,13.552664225738052,72.91311775430194
100169,21.309150706853845,72.47971178307375
100170,33.71882881395207,84.97191687026952
100171,11.394293399921635,86.92971470273189
100172,28.388688040908242,80.90975896579369
100173,35.17554261884767,69.22544172527074
100174,8.25797203616249,77.01376895753546
100175,17.439418672575663,71.485283405433
100176,9.442687296204689,87.99654171255308
100177,9.39259244803575,90.95729296736113
100178,32.45046147562942,80.75555449968189
100179,33.847181366225904,72.54045513599034
100180,10.763120809180565,71.48735706954064
100181,14.474438684038198,88.80214760171954
100182,9.778692247844479,88.02924095456322
100183,15.064279718135241,79.36942591407835
100184,25.804093084802485,94.86294554456573
100185,31.823653511778044,84.57235794286562
100186,8.708693410197167,69.9105295466453
100187,24.465321280246233,87.59054967002209
100188,14.69513578496374,81.28598934944083
100189,21.326104257165078,87.84876237092142
100190,32.374490381075184,90.50079966974945
100191,28.15824435555515,86.1152630072334
100192,10.256750354002618,96.9705189404296
100193,14.339816655368463,96.24334508603003
100194,8.512725128110455,84.67828881447006
100195,9.60984974569475,69.14037926140081
100196,26.1277717694967,94.73458533614286
100197,10.486885154304858,90.34127850422604
100198,17.586999599997142,91.48918147501328
100199,24.845247577893243,70.27794081238883
100200,28.89865220554346,92.40849545560101
100201,27.63211216784289,75.68252277613641
100202,25.39496961799186,95.84526234365693
100203,35.34537476766702,95.03680153975293
100204,25.979551255571955,77.41764496415907
100205,17.60250386715869,97.04489583376932
100206,25.28500296964414,87.07975396976501
100207,30.812058788580636,74.1831466069103
100208,15.290197721798712,95.43391679905938
100209,21.757090170882663,93.69477690434086
100210,19.726329285144125,77.51597221633084
100211,16.511778300743543,78.58348329486589
100212,20.995971222022092,84.55253991011398
100213,26.59129092769659,86.21053543452302
100214,35.000804966106756,89.19502155847734
100215,26.08385670521226,71.60845775805288
100216,34.51808044790805,80.29683564357589
100217,12.185787644025613,68.35879331108809
100218,24.87609318462091,71.72134028247171
100219,7.605658256717266,74.2545705002366
100220,18.628624638005125,88.56239408506363
100221,23.200401982438045,69.47794644734864
100222,18.0392593983835,71.9881222006048
100223,10.309061053983346,86.49540074537143
100224,33.509342056662845,82.5830188133194
100225,22.907816655350487,85.31819915499213
100226,15.552736617724781,69.37675300770404
100227,28.959167545717325,72.3044077935249
100228,10.973215447112667,78.49927085518569
100229,11.883960750286757,80.82440670422557
100230,34.29854033219622,68.32707135658434
100231,19.75954766645027,78.44472509810036
100232,19.407613867064107,77.62129828768298
100233,12.683891659068466,80.08657754490369
100234,18.464406897952056,78.34283598083283
100235,12.475645835377499,90.8083008711649
100236,9.258178449721308,79.4868280591278
100237,27.187021392884862,95.11720104187737
100238,21.34405478231708,74.31694836766607
100239,23.02657728657073,77.72800818806948
100240,24.496267557156543,68.68312289434628
100241,25.092171992405305,97.0531239854329
100242,20.19385016169077,81.39096125544977
100243,28.280596135505412,83.16086243381287
100244,31.81096755684904,89.78383754493146
100245,10.450436650986012,79.81103258221087
100246,27.84301731261746,82.77214324781363
100247,31.97821433579233,82.56705429615607
100248,21.606820724259045,91.82645570065587
100249,16.894456711065757,84.43900131191052
100250,7.5641898487083505,77.21300702319343
100251,34.24015118780186,88.80883946083661
100252,13.974097814429497,88.0610611055873
100253,14.149230830422063,81.95811148429665
100254,12.374907784393269,72.122468470706
100255,27.62032115680773,72.26478966759854
100256,16.734374794319393,86.34981193036148
100257,7.057057926501528,72.58231389578404
100258,28.252440014519912,74.47750285178816
100259,13.21187891848683,74.90122277888862
100260,10.13351502173432,83.6076106627793
100261,22.400717577456426,82.33622790729977
100262,25.236281115174766,95.48492832655795
100263,14.361157474211598,70.62458790555272
100264,27.503053581717346,75.93399971776077
100265,8.20301119130368,95.57111546462946
100266,20.359565064705738,95.52846413504263
100267,34.46886885614387,88.0736024746895
100268,7.8779628371764705,92.62386513744283
100269,11.870408575208355,92.32704195041131
100270,22.253315230010703,75.18540498662925
100271,15.754456221375307,70.16098160354
100272,13.887348009120295,71.69397116288671
100273,19.927821202412847,94.29009582373158
100274,6.8086388636631066,84.18868538140384
100275,33.859849463418215,69.36042177006603
100276,15.577625133272754,93.42129536208631
100277,21.168618652161065,97.4862472974104
100278,12.466231325596684,75.6900732134253
100279,32.87022292834989,78.22800421000665
100280,30.751640875596646,82.65396616843437
100281,27.551284851626,95.91385930873079
100282,9.792195453802787,81.5760159860883
100283,34.48589777304019,83.69728047140728
100284,21.42253807912794,87.44163401972942
100285,24.692838415754732,72.22319612135004
100286,9.346142734770527,85.27180772974073
100287,20.75845407575365,78.0561046644483
100288,18.77531537145343,77.17560790721848
100289,33.580872404198885,93.76367290661803
100290,31.03890574814317,77.86145218204287
100291,30.712503972698673,86.06383791377894
100292,24.454485434895712,83.68917117087744
100293,34.08070060604993,90.84631757616435
100294,25.281163052609674,82.38362379887059
100295,28.005687368387292,72.57402642153156
100296,21.453644021233078,76.62859522297008
100297,29.676096030534136,76.74354430184871
100298,31.098339534399113,93.4057567213037
100299,35.35359902749471,76.23474299044204
100300,9.354208431373813,91.9307381916339
100301,21.611946598123687,93.52681980904455
100302,12.929327549292232,90.37737101941727
100303,20.422833720249933,86.77072832784225
100304,16.853816955231665,71.51924277660557
100305,21.24190178639934,82.56497954677054
100306,11.072439544118556,70.45608411337057
100307,13.941958589715375,93.55856620907281
100308,31.051471541646816,93.31924122996442
100309,21.644326271945175,92.80274116258312
100310,21.827315755952306,88.97368809684889
100311,18.91474230073448,89.47366314474316
100312,17.13563544045016,70.77640190849138
100313,14.503430168631146,86.80358516279676
100314,22.010329433023,83.11285320024723
100315,24.489192852320702,85.59223714825384
100316,22.85653256403923,77.41148721969061
100317,16.523408835713774,88.58306520384758
100318,26.17459402591099,97.09363368119347
100319,11.845218073901508,96.16615353480324
100320,32.53238881886083,74.00213758576344
100321,25.77030920209793,79.5523731062656
100322,10.543342288343634,82.90167516773606
100323,10.546110680640037,82.39274555643327
100324,14.987286402219755,75.50127684971984
100325,16.361755220240696,91.93605324269868
100326,22.858675010588648,89.55137542198405
100327,19.476649599245835,69.04062517797622
100328,17.640266033336516,85.895543254107
100329,11.117652856885131,80.81760537462814
100330,12.615500372467006,78.36673751630245
100331,22.288941887087077,71.29446863431596
100332,12.413176580181078,78.16000029991534
100333,26.858398654349898,68.36523018310184
100334,20.354712582952587,92.0143139423159
100335,12.102543608892265,85.4989377881259
100336,26.011927813142176,87.58508075250232
100337,33.02525347747969,84.80114251948832
100338,32.94617515746838,80.29097310794818
100339,19.083197812666672,96.02854673369248
100340,6.98369267156717,94.65136575807843
100341,28.199843798081787,68.70024622739301
100342,27.440876768701045,70.40605497744582
100343,9.553145594765263,86.9580738805477
100344,22.28421527443443,82.99781235475207
100345,7.1400956041655075,91.25807905193624
100346,10.719388611446227,97.21311576670766
100347,33.819036531087676,84.16435518583364
100348,24.4966801036305,86.83906088211812
100349,14.581774081445843,90.68922899543902
100350,14.812593252356262,74.11058730919783
100351,22.98882773486374,91.41924233522415
100352,19.66534987256427,77.52127008989325
100353,27.821313630703923,83.64238351232169
100354,30.95921836588719,74.54063204768866
100355,26.882989208724805,96.27697246072535
100356,34.81565304817029,79.38196909534685
100357,32.406514293243305,96.96042013749951
100358,29.658472783550817,72.01574598270983
100359,22.132906312902474,71.33203850783651
100360,18.541546987783565,82.0351800449112
100361,12.415554739189117,77.75190544534208
100362,26.160075755427275,94.4605118592879
100363,24.176511915691183,87.86758857204856
100364,31.95457921084309,81.21437974186424
100365,18.764201768605894,96.6842490668181
100366,27.924560010283663,86.55755814357727
100367,35.100417752198254,73.99280010315283
100368,26.04451407301005,77.84849813633576
100369,9.054673529392902,72.97413593081794
100370,27.469639732290727,85.75689631023866
100371,18.2060309187585,89.70254304706584
100372,11.626339900310665,87.70631953288708
100373,24.836815993768795,91.1822045000184
100374,6.764679056355548,80.44002960378106
100375,24.472175954164065,82.04280091963138
100376,28.64483062329282,82.4948261962164
100377,16.9849212401717,91.23289481591183
100378,7.469112123734766,80.12279325895622
100379,35.07633162268641,74.35424244347242
100380,26.891480363021262,81.15559059438178
100381,24.579487421873218,91.91712433736495
100382,24.900515178005556,90.0142843656779
100383,33.87654135446135,80.4527633642984
100384,8.690438081029646,90.54296488074893
100385,22.791049618470563,96.00851482120844
100386,8.064515042010305,82.4773507875738
100387,29.341377107809915,72.58185185658726
100388,28.586197218708033,89.51220222792551
100389,18.918187797409168,70.67491029463231
100390,24.371564703041294,77.61871726775553
100391,13.879391943235849,70.40349902854983
100392,26.526832907030048,88.73101976077402
100393,18.014974703784667,69.35608060116103
100394,23.65902705567421,74.77364631396085
100395,19.584554960823297,79.0581252152809
100396,29.73520367841138,80.6125317423204
100397,6.917100874480528,74.73236936196321
100398,15.217644198033009,83.33094630462027
100399,12.26847528213018,72.51327882927721
100400,26.16437095519724,95.4486772253083
100401,34.264916174807176,80.7555303481035
100402,17.02961496793165,94.09582820400378
100403,27.19742344848897,90.95206797636021
100404,23.995150824422755,70.51030339720559
100405,9.946802176654366,78.54515321498587
100406,30.334576663995833,71.36386290969013
100407,8.73345135426986,94.1053163137168
100408,20.366919723351153,84.56603938494614
100409,19.52004888570111,93.88304024185294
100410,9.917696368014669,84.7657561810828
100411,25.910791286308363,84.42646584976683
100412,33.90287755694267,89.00291104087835
100413,30.41710910835883,93.61426701286788
100414,15.386047296348446,78.13795801968863
100415,11.969166845842082,86.35201877441642
100416,14.012595140294327,80.46554154014324
100417,31.637524159900583,76.22328610458243
100418,22.98090298280218,78.31722102160795
100419,28.292627845420064,78.08859390006418
100420,12.737855977332185,82.30571667604899
100421,21.87052861302752,93.74437215012706
100422,7.033168165590952,74.36728227007927
100423,24.85665236911072,76.9207217019844
100424,19.408406213181355,96.00044113637031
100425,34.25315849566438,84.06167945923563
100426,25.53140844223296,86.03823081734252
100427,34.82890852193809,74.65073120332244
100428,34.537247574515355,95.53280593057045
100429,26.692367488967964,71.53751918786782
100430,30.45638577851849,95.33660700486222
100431,35.47601556006495,95.2352906166137
100432,18.25306114636807,83.27028412014575
100433,10.471499812791933,79.80061748491545
100434,27.958989347159264,72.27543716094449
100435,7.15500302357371,68.8909892272152
100436,28.83643372759397,82.75443658752941
100437,17.659457889816917,74.09874223717016
100438,31.14005723781447,68.5635911103205
100439,23.652986997971503,70.89123751742305
100440,25.70544383217923,93.57336222143215
100441,13.559968447335468,97.27718498305128
100442,25.367322615245794,71.85344559820213
100443,22.848988877931358,78.07241019462327
100444,9.520033705988183,92.58340648616661
100445,31.469917937891015,94.46275305400245
100446,32.498349540269295,89.30442478619472
100447,28.934160931743257,88.78154897622323
100448,31.744445885635898,70.7487382081266
100449,16.07749013113896,79.06045729595435
100450,26.019067778433197,82.97163030278685
100451,7.007281799899958,81.60358573521485
100452,28.32515276749326,74.08610961061724
100453,35.34820595211363,87.38003103626072
100454,15.61559762694272,81.7900692919708
100455,24.204083550404757,79.69037566875099
100456,31.568990191898475,68.81469117913677
100457,21.822568572286297,75.83278234770884
100458,19.171547634058115,69.03666227315492
100459,32.35413660926199,80.87393005333493
100460,12.056726342648737,87.28015658942054
100461,8.218211358474504,87.67625422551909
100462,27.54977394542026,87.73790608207976
100463,22.153018178718387,96.68092234168932
100464,21.065520887107155,71.53376042556782
100465,7.044011509463591,72.3318810266411
100466,11.75706882663049,90.59258687481815
100467,27.290898287031855,80.57609095856112
100468,35.370752481612755,92.53085815960378
100469,12.497558693050914,95.96017817469308
100470,7.300789972701965,88.59174070496334
100471,28.287337355597597,83.55571224697991
100472,17.47410433042063,74.36479713951118
100473,16.654606327484075,97.18917485677227
100474,28.040306360305824,79.25871325003192
100475,31.173119709281984,81.01812111252715
100476,29.970882482379494,69.17792159506628
100477,6.911901024290101,77.69902574679726
100478,19.54090627396618,77.94989306727989
100479,15.436555297148589,82.59879108825248
100480,31.841391724802538,92.0074403683742
100481,14.591814618900267,92.58290399340297
100482,26.007012475530242,82.5979481631987
100483,7.117273741730018,82.67298736460477
100484,29.117674833310186,91.98390506426946
100485,8.28544837548982,78.66471980781648
100486,29.118362159371916,69.56948224551398
100487,25.041104426694087,72.79155454462457
100488,19.918583362305426,86.5240883919324
100489,21.858819956841202,81.11827564021524
100490,29.71868940631161,69.43196261830005
100491,19.340590563917736,83.89090921593555
100492,33.461539241617935,88.15552658913423
100493,31.269333995009692,78.21579090386601
100494,16.31437954887003,87.05016667276395
100495,32.7887822653646,91.43036509781899
100496,33.73445123373003,93.49767858663802
100497,25.86474890651319,85.27135709794925
100498,27.918764664923813,94.86509140589413
100499,31.123709175660494,73.21838099837782
100500,13.492897489920608,76.90610978309648
100501,18.990291731844962,76.45417763984233
100502,8.761570416187157,97.37343835953843
100503,16.354337080201997,95.92057862744208
100504,33.20146428743894,82.42968981607767
100505,27.27645012752811,82.65682560981438
100506,29.034432130286135,76.85589149415476
100507,23.787781439167098,77.74112622732771
100508,34.92256353521951,68.4182830399584
100509,32.922380644796306,81.46784519465548
100510,33.39079968798706,82.38192965783966
100511,8.01710266997025,80.5816797776216
100512,25.3148502750312,78.22110339841066
100513,33.853112556017294,84.12545305262991
100514,12.476112307825248,91.39848868197399
100515,25.347939948741402,83.20747906787693
100516,11.63929358242634,83.04604801476395
100517,18.155200764256534,85.2346196205822
100518,24.27547091513462,77.45242120098834
100519,31.652082092861644,82.59026751336164
100520,31.44602427862491,96.1924266466209
100521,18.42831098404416,71.34501416452306
100522,12.1509724904727,73.02893087957655
100523,29.870024363811314,95.09442975619496
100524,16.754769641204984,86.04184143215264
100525,8.917443784567556,88.91370905159255
100526,26.857280860084277,80.96904851777093
100527,10.981304666422789,89.58238824752164
100528,29.923691768015395,90.09111126022803
100529,19.772742557302088,70.22316842838433
100530,31.955629856717554,77.74724184623659
100531,31.548281369196076,88.96039532299233
100532,27.044040900460875,87.35645882903482
100533,32.767029503476515,74.9190103788891
100534,32.808031270435634,92.26171979980799
100535,27.43357841184895,94.57016419906599
100536,18.989920177750847,91.6407560289337
100537,18.975552064635714,92.68723623438748
100538,33.87190383135034,71.38177889372946
100539,32.95021674130613,92.85859081959396
100540,21.457065663816476,94.67125764171234
100541,19.262291032654865,78.73956842434262
100542,28.70423209353698,73.09668773928522
100543,23.760515452532406,72.03274644555488
100544,28.04498100973477,74.18463262692987
100545,14.147686539745349,79.10665872495998
100546,30.266086079364204,97.36983088784689
100547,11.115294451007184,78.71680727210332
100548,8.56386202988788,72.35391313649002
100549,28.78381222613095,78.59176594515715
100550,32.28168245278023,80.1949486898471
100551,29.509807108816997,74.86042528235868
100552,12.324172178882154,89.6999687589899
100553,30.8867647370887,91.26468338706205
100554,31.804962074616636,68.85713304852217
100555,29.01987567678039,80.62365488960809
100556,20.93117050163463,70.39708586250882
100557,18.848042656843255,93.59313909941278
100558,28.454092176053408,82.30405434187134
100559,13.165688640406369,82.3011795366538
100560,24.286417508200774,74.73685991398712
100561,19.217810860177565,70.58533772227767
100562,8.784601604523228,79.61014490806738
100563,8.074533931358975,75.31175398112443
100564,27.406693872321668,93.85838576687931
100565,31.0330883444402,91.90467193724544
100566,8.034979499494856,94.26121480146092
100567,20.58836042047166,71.12519432103221
100568,10.422363707809712,81.46817896536385
100569,27.010318470831848,78.40102747985085
100570,7.081381716253229,77.8794974923085
100571,29.186391174284978,76.19486949160833
100572,19.53553609687404,71.11463732778391
100573,34.614052864650375,73.99054088476723
100574,7.315310965692796,86.20071505708933
100575,29.902550994488482,73.89671187057297
100576,27.244380656542702,79.11866547020797
100577,19.09188710906706,94.92836127106189
100578,17.36722097033466,93.43095248302058
100579,28.8538947116576,72.73973640347307
100580,12.245433628949216,81.0974842042964
100581,16.764137021508883,76.20458775864351
100582,8.877042637677148,84.4596299842179
100583,24.87498961868141,96.91504254768321
100584,16.997119020733443,93.38720556070686
100585,15.337197663329292,77.6032000685474
100586,18.12222955402091,83.81512856208184
100587,29.91939392838693,90.40647756509894
100588,32.239288734745045,86.78905836416325
100589,28.888166665620354,73.582420607935
100590,17.828762406282863,85.69283480666633
100591,11.937799720738065,79.34384163666232
100592,31.51757548100676,86.86376328313283
100593,31.259260544119382,93.6482129483131
100594,23.60840768468842,72.32503485090476
100595,27.98031130376779,73.65544246816495
100596,24.117645509496764,92.29486533664317
100597,25.898046219474548,93.74304427000082
100598,22.594128692181837,86.66483954836869
100599,26.352250322652793,70.19118664224492
100600,26.31268835064792,90.09736494580659
100601,34.32300760071273,78.74206336892743
100602,13.632448076208117,81.00838409933098
100603,26.06000255594043,69.44907604262959
100604,32.38767647969641,69.67405284058086
100605,8.005229198640631,70.02052501844854
100606,23.24123846278238,87.71888810818096
100607,29.43784445800517,77.34434907272613
100608,6.661069953048392,68.05378959354212
100609,12.978185630043406,92.19853848691429
100610,35.451239773609345,92.22270014323493
100611,24.98370967598793,96.22266018695758
100612,25.477878206995012,90.19840409623458
100613,8.621009244882938,72.0738172478594
100614,19.61099321953018,90.79801309369856
100615,30.160282357202902,77.796775691847
100616,16.399409456851657,91.56294821176373
100617,29.287532089932384,73.05595778927336
100618,24.89044894796502,78.40662697602771
100619,13.442209398599111,74.03358552467012
100620,26.2419556963889,89.85633429338586
100621,34.313476728553,94.07762017162683
100622,23.67899784199828,85.8212560422975
100623,21.396113667930752,86.75953162981153
100624,8.401477276355083,92.78660029069849
100625,18.715186673778156,88.34159991814948
100626,31.644347448195454,92.08811957078338
100627,7.417033165891672,74.80028821316013
100628,34.60254808982113,72.18230367987813
100629,23.728105854584033,77.223925719812
100630,11.979840561454159,74.7587005160334
100631,23.41982086724351,69.16886002139839
100632,9.860095881865266,76.82616904227656
100633,21.027906623011454,76.97964593007592
100634,21.53081695064363,84.31834679850903
100635,18.957853140255235,95.78649134796055
100636,6.669791795816234,71.14238837989151
100637,32.5139040321378,82.31659531850121
100638,27.75465060356497,97.37331530916177
100639,13.152983454219434,91.01230787824801
100640,25.499991115583132,83.30126009426652
100641,15.680987841709157,68.85627376702261
100642,35.3265485041689,80.06279845834024
100643,15.382323303309045,93.74919956189794
100644,32.97664511016039,75.87972615889949
100645,15.685440645328253,70.27454877559751
100646,10.242812383986351,84.94870857823955
100647,34.60495117856735,69.304403782963
100648,32.905685116567,91.28349327235709
100649,9.096304291192952,88.84484500586765
100650,32.23092465623605,82.77924926523966
100651,16.65371947100466,91.3101621374871
100652,11.360670168964177,72.06067137268597
100653,34.55937077343826,95.24798625601818
100654,17.99578545533842,95.11897876075102
100655,30.90366457578073,74.54829251284946
100656,8.21827366491689,72.25545805099412
100657,26.030005081309273,96.56608296455087
100658,12.41894310909144,70.9253506292215
100659,26.93570377184402,94.1011539306013
100660,6.622110405783153,81.40370867579057
100661,17.69359961528411,87.56717745249415
100662,16.285840597744716,90.26432783868677
100663,29.042617985000565,77.21070188502392
100664,26.960601210093518,86.19467719906747
100665,26.557838139431734,88.01616114127745
100666,35.25839018873564,88.6511358120749
100667,11.861990767306416,93.32283627274262
100668,16.877548112072468,75.55059724344885
100669,24.52180778605012,94.09340792080093
100670,11.104807695275731,81.5650205143742
100671,26.09334917374668,90.11106083296782
100672,11.936828271419136,89.07689473128892
100673,28.099463847633952,90.12572228432936
100674,8.690619639026139,76.91752128549264
100675,30.751375294680287,68.11039765008391
100676,14.820715292660877,76.14806948147572
100677,35.14719701356405,78.68202601868244
100678,8.897532617023328,68.39744539399646
100679,18.206420396016004,91.14854621004257
100680,20.578860394651134,73.44889837795725
100681,27.154948838183145,93.15750758043895
100682,25.61285667657676,82.05604994162964
100683,10.504350226033687,71.54418959622294
100684,9.934809891331742,94.08767708106463
100685,15.096315364383939,72.37277713010391
100686,29.37360026554031,86.05230298153124
100687,26.322991838030752,87.91178791749874
100688,12.803777655961262,84.58709686005687
100689,34.334098453571286,93.0715178271408
100690,13.372309502473462,95.67407994174832
100691,29.1543149990732,74.77752654196117
100692,31.03394002139454,94.83141723152112
100693,26.07221863314089,79.55990460892863
100694,26.971776077667176,84.28126560451578
100695,30.296586862229514,76.77051333272632
100696,22.670218644830182,79.48441018326069
100697,6.673296880848684,84.06277145303672
100698,34.01201176937546,69.07432509361145
100699,31.14014170987224,97.15218757823715
100700,32.370945835395716,78.27257779569915
100701,35.064406634962175,69.4853413855912
100702,10.25573891618533,95.47696254936528
100703,26.955724764352286,86.17948670798182
100704,32.40592621643961,89.66148388512504
100705,11.039106150471405,68.5669817443537
100706,29.3193597929049,72.45057052853853
100707,18.663937510783228,96.75647747980672
100708,23.887965283693145,87.28332319436248
100709,10.206368460521073,75.19614698803737
100710,33.844528844284355,96.50880975954631
100711,22.2493515143609,82.81605158590077
100712,7.1020326764722395,91.06897855828493
100713,20.08681645149352,92.65303479304178
100714,21.06787859365978,81.4103368136819
100715,9.514913546457793,92.67194702260291
100716,25.51813875849992,84.23312223605113
100717,13.848915950843622,96.61413672916393
100718,22.22802668929028,97.37353577303595
100719,21.223880586886636,74.09417860116608
100720,19.435745727656496,94.83018460267976
100721,8.776345469330055,81.56298635099137
100722,28.306862657554202,86.92597669726534
100723,25.627458785666143,72.01227109032286
100724,15.401973297950343,83.04722900046283
100725,22.91654511431092,83.36304852230563
100726,33.51466266088839,87.49059646845616
100727,16.840326629108183,96.02754157799023
100728,9.540719202804775,73.023900304306
100729,28.356085112252654,86.41611190703469
100730,33.90692305062135,70.89164622886966
100731,9.614964998254306,91.82663506800452
100732,15.863714691347024,75.254663207826
100733,24.0934388366376,71.27138252998117
100734,13.537650680574671,93.73622766475367
100735,35.13337569451393,72.68488719596678
